,1,2,3,4
4366,0.0,1.0,0.0,0.0
4367,0.027036609880157273,4.948222058563905e-05,0.9728644256786715,4.948222058563905e-05
4368,0.007500710727019633,0.9774978678189411,0.007500710727019633,0.007500710727019633
4369,0.031891620173002455,0.2951666740966173,0.6410500855573777,0.031891620173002455
4370,0.0,0.0,0.0,0.0
4371,0.0022411358239020165,0.0022411358239020165,0.9932765925282939,0.0022411358239020165
4372,0.0,1.0,0.0,0.0
4373,0.0,0.0,0.0,0.0
4374,0.0,1.0,0.0,0.0
4375,0.0,1.0,0.0,0.0
4376,0.017218866883702326,0.017218866883702326,0.2458642696529222,0.7196979965796731
4377,0.0,1.0,0.0,0.0
4378,0.0,0.0,1.0,0.0
4379,0.0,1.0,0.0,0.0
4380,0.01863515611460569,0.25203178599324344,0.7106979017775453,0.01863515611460569
4381,0.003068848058917415,0.003068848058917415,0.9907934558232477,0.003068848058917415
4382,0.0,1.0,0.0,0.0
4383,0.24995614727609625,0.7137483690953549,0.018147741814274403,0.018147741814274403
4384,1.5613987045594754e-07,0.9999995315803887,1.5613987045594754e-07,1.5613987045594754e-07
4385,0.0016360355248417836,0.9950918934254748,0.0016360355248417836,0.0016360355248417836
