,1,2,3,4
1634,0.0,0.0,1.0,0.0
1635,0.1407680205587142,0.1407680205587142,0.1407680205587142,0.5776959383238573
1636,0.25,0.25,0.25,0.25
1637,0.13395925508283396,0.5981222347514983,0.13395925508283396,0.13395925508283396
1638,0.25,0.25,0.25,0.25
1639,0.1419715273374976,0.5740854179875072,0.1419715273374976,0.1419715273374976
1640,0.25,0.25,0.25,0.25
1641,0.141531246181778,0.575406261454666,0.141531246181778,0.141531246181778
1642,0.14197153047468847,0.14197153047468847,0.14197153047468847,0.5740854085759346
1643,0.14072626469433594,0.14072626469433594,0.5778212059169922,0.14072626469433594
1644,0.0,1.0,0.0,0.0
1645,1.0,0.0,0.0,0.0
1646,0.12942664464030515,0.12942664464030515,0.12942664464030515,0.6117200660790846
1647,0.14166265812489043,0.14166265812489043,0.5750120256253287,0.14166265812489043
1648,0.25,0.25,0.25,0.25
1649,0.0,0.0,1.0,0.0
1650,0.0,0.0,0.0,1.0
1651,1.0,0.0,0.0,0.0
1652,0.5738904191315871,0.14203652695613764,0.14203652695613764,0.14203652695613764
1653,0.25,0.25,0.25,0.25
1654,0.0,1.0,0.0,0.0
1655,0.0,1.0,0.0,0.0
1656,0.14224901075886848,0.5732529677233947,0.14224901075886848,0.14224901075886848
1657,0.1423798290159871,0.1423798290159871,0.5728605129520387,0.1423798290159871
1658,0.0,1.0,0.0,0.0
1659,0.25,0.25,0.25,0.25
1660,0.0,1.0,0.0,0.0
1661,0.14244812247741342,0.14244812247741342,0.14244812247741342,0.5726556325677598
1662,0.594802868474535,0.13506571050848834,0.13506571050848834,0.13506571050848834
1663,0.25,0.25,0.25,0.25
1664,0.0,1.0,0.0,0.0
1665,0.005713705680952049,0.005713705680952049,0.9828588829571439,0.005713705680952049
1666,0.25,0.25,0.25,0.25
1667,0.25,0.25,0.25,0.25
1668,0.5753656288379696,0.14154479038734352,0.14154479038734352,0.14154479038734352
1669,0.0,0.0,1.0,0.0
1670,0.13988064832056935,0.580358055038292,0.13988064832056935,0.13988064832056935
1671,0.25,0.25,0.25,0.25
1672,0.8197144090800824,0.06009519697330586,0.06009519697330586,0.06009519697330586
1673,0.1419715277279796,0.1419715277279796,0.5740854168160612,0.1419715277279796
1674,0.0,1.0,0.0,0.0
1675,1.0,0.0,0.0,0.0
1676,0.0,0.0,1.0,0.0
1677,0.0,0.0,1.0,0.0
1678,0.0,1.0,0.0,0.0
1679,0.0,1.0,0.0,0.0
1680,0.0,1.0,0.0,0.0
1681,0.0,1.0,0.0,0.0
1682,0.0,0.0,1.0,0.0
1683,1.0,0.0,0.0,0.0
