,1,2,3,4
1103,1.0,0.0,0.0,0.0
1104,0.0,1.0,0.0,0.0
1105,0.0,1.0,0.0,0.0
1106,0.0,1.0,0.0,0.0
1107,0.0,0.0,1.0,0.0
1108,0.0,1.0,0.0,0.0
1109,0.0,1.0,0.0,0.0
1110,1.0,0.0,0.0,0.0
1111,0.030960754112660194,0.030960754112660194,0.9071177376620194,0.030960754112660194
1112,0.0006197213237580564,0.0006197213237580564,0.9981408360287258,0.0006197213237580564
1113,0.0,0.0,0.0,0.0
1114,0.0,0.0,0.0,0.0
1115,0.0,0.0,0.0,0.0
1116,0.0,0.0,0.0,0.0
1117,0.0,0.0,0.0,0.0
1118,0.0,0.0,0.0,0.0
1119,0.0,0.0,0.0,0.0
1120,0.0,0.0,0.0,0.0
1121,0.0,0.0,0.0,0.0
1122,8.762005031689075e-05,0.9997371398490493,8.762005031689075e-05,8.762005031689075e-05
1123,0.0,0.0,0.0,0.0
1124,0.0,0.0,0.0,0.0
1125,0.07187822453182652,0.7843653264045206,0.07187822453182652,0.07187822453182652
1126,0.0,0.0,0.0,0.0
1127,0.0,0.0,0.0,0.0
1128,0.0,0.0,0.0,0.0
1129,0.0,0.0,0.0,0.0
1130,0.0,0.0,0.0,0.0
1131,0.0,0.0,0.0,0.0
1132,0.05708587554733672,0.05708587554733672,0.05708587554733672,0.8287423733579898
1133,0.0,0.0,0.0,0.0
1134,0.056563754613204655,0.056563754613204655,0.056563754613204655,0.830308736160386
1135,0.056083300687823155,0.056083300687823155,0.8317500979365305,0.056083300687823155
1136,0.05764030126663792,0.05764030126663792,0.8270790962000862,0.05764030126663792
1137,0.0,0.0,0.0,0.0
