,1,2,3,4
1295,1.0,0.0,0.0,0.0
1296,0.0,1.0,0.0,0.0
1297,0.0,0.0,1.0,0.0
1298,0.0,0.0,0.0,1.0
1299,1.0,0.0,0.0,0.0
1300,0.0,1.0,0.0,0.0
1301,0.08981829725799995,0.7305451082260002,0.08981829725799995,0.08981829725799995
1302,0.12377760643789777,0.6286671806863067,0.12377760643789777,0.12377760643789777
1303,0.11607504554773146,0.6517748633568058,0.11607504554773146,0.11607504554773146
1304,0.25,0.25,0.25,0.25
1305,0.11969531211317846,0.6409140636604648,0.11969531211317846,0.11969531211317846
1306,0.8516246692076723,0.0494584435974426,0.0494584435974426,0.0494584435974426
1307,0.0,0.0,1.0,0.0
1308,0.056321451166145474,0.8310356465015636,0.056321451166145474,0.056321451166145474
1309,0.0,1.0,0.0,0.0
1310,0.25,0.25,0.25,0.25
1311,1.0,0.0,0.0,0.0
1312,7.401486830834377e-16,0.9999999999999978,7.401486830834377e-16,7.401486830834377e-16
